df_angry,df_disgust,df_fear,df_happy,df_sad,df_surprise,df_neutral,DF_Overall_Negativitys_core,DF_Overall_Aggression_score,DF_Depression_score,Storyline_face_sentiment
7.475120196501451,0.13441625050993825,15.583923485924291,12.856685348069437,18.135053092411237,3.090491683917408,42.724310541736244,10.33212825633673,3.8047682235056945,16.859488289167764,3.562784326905817e-05
,,,,,,,,,,34.70897022854424
,,,,,,,,,,8.342042786061716e-06
,,,,,,,,,,1.0974628855746512e-05
,,,,,,,,,,6.6285848660857565e-06
,,,,,,,,,,29.38931918486945
,,,,,,,,,,6.72055175879301
,,,,,,,,,,1.053033778292046e-06
,,,,,,,,,,0.00010640964401979633
,,,,,,,,,,16.44324533153293
,,,,,,,,,,4.91369362383296
,,,,,,,,,,0.001286875839295873
,,,,,,,,,,3.4646860708106124
,,,,,,,,,,1.2797949931399453
,,,,,,,,,,1.0478421339102144
,,,,,,,,,,0.46245252508741025
,,,,,,,,,,89.58474663554657
,,,,,,,,,,0.033132372043239156
,,,,,,,,,,0.051524289527998944
,,,,,,,,,,0.10731708375452005
,,,,,,,,,,5.813344918515271
,,,,,,,,,,0.0020672239754153843
,,,,,,,,,,0.0026077685057606706
,,,,,,,,,,0.15884136585730213
,,,,,,,,,,0.009001292947974169
,,,,,,,,,,2.4329624681606954
,,,,,,,,,,0.003052266969365605
,,,,,,,,,,0.02819191573559707
,,,,,,,,,,0.5679477918425689
,,,,,,,,,,0.002276982655663841
,,,,,,,,,,2.9055195571055696
,,,,,,,,,,53.94007583041455
,,,,,,,,,,0.00011958124280519532
,,,,,,,,,,0.040048874744065016
,,,,,,,,,,0.0008942067213724139
,,,,,,,,,,0.2857055456946712
,,,,,,,,,,10.433207966398408
,,,,,,,,,,0.040541566742423686
,,,,,,,,,,2.1399328527833887
,,,,,,,,,,0.008160458238708583
,,,,,,,,,,0.05055826282098886
,,,,,,,,,,2.5373393313844446
,,,,,,,,,,0.0012413472534491786
,,,,,,,,,,0.015084948260296022
,,,,,,,,,,0.001797390182498683
,,,,,,,,,,0.018295782213583276
,,,,,,,,,,0.3834120786241171
,,,,,,,,,,0.25815055729063147
,,,,,,,,,,0.08292092928642189
,,,,,,,,,,0.1734673207158044
,,,,,,,,,,72.92935014438143
,,,,,,,,,,0.1178907166466668
,,,,,,,,,,0.37599864081703316
,,,,,,,,,,0.2116783901420634
,,,,,,,,,,0.3166422115551174
,,,,,,,,,,1.9601751144013042
,,,,,,,,,,5.316554333805814
,,,,,,,,,,0.4642736215184103
,,,,,,,,,,0.15084938679158924
,,,,,,,,,,0.001324654979941008
,,,,,,,,,,2.5677387382235652
,,,,,,,,,,0.010077556969897749
,,,,,,,,,,2.058898010015968
,,,,,,,,,,1.5041894488837984
,,,,,,,,,,0.7382651521867487
,,,,,,,,,,1.1826002146640024
,,,,,,,,,,1.8279372249075099
,,,,,,,,,,0.024876934450448432
,,,,,,,,,,1.5265141396386563
,,,,,,,,,,0.35458958315713796
,,,,,,,,,,0.44798490734979474
,,,,,,,,,,0.13610435088666925
,,,,,,,,,,2.4965219934549547
,,,,,,,,,,3.6026614992029415
,,,,,,,,,,1.2819105359072167
,,,,,,,,,,0.3593066807451364
,,,,,,,,,,0.4292717175866443
,,,,,,,,,,0.2007678889758825
,,,,,,,,,,0.0055088143775761725
,,,,,,,,,,6.539164398307099
,,,,,,,,,,0.027731430024627086
,,,,,,,,,,0.5180692111508323
,,,,,,,,,,11.284953715065758
,,,,,,,,,,0.0027423411590945
,,,,,,,,,,0.0014944345457057666
,,,,,,,,,,1.8601209237673846
,,,,,,,,,,0.00027656544280757576
,,,,,,,,,,0.00046400229644528887
,,,,,,,,,,0.12504053142140284
